          10  0.42199199999999909        1.0499828570029106E-003   9.6036058692234379E-004
          20  0.47918799999999973        9.8529724787328916E-004   9.8197446999371565E-004
          30  0.50932400000000033        9.8861878958023640E-004   1.0478559309867986E-003
          40  0.52955600000000091        7.3805630619288979E-004   1.0227265848381315E-003
          50  0.54368000000000116        7.4892515573233469E-004   9.3571487358559062E-004
          60  0.55573600000000078        8.0869057398021409E-004   9.9806054812091893E-004
          70  0.56374800000000136        9.5202334238422034E-004   9.6218740440851816E-004
          80  0.57120800000000060        1.0379775206300090E-003   1.0350614360281724E-003
          90  0.57779600000000086        1.0433186367442122E-003   9.8257196343405368E-004
         100  0.58174800000000060        7.5202955024690379E-004   1.0072527528959315E-003
         110  0.58689200000000064        7.1045650425933062E-004   9.7467361167654352E-004
         120  0.59262000000000115        6.4880745303293522E-004   9.7967276038219558E-004
         130  0.59674400000000127        1.4665478739770046E-003   9.2308455636327990E-004
         140  0.59906400000000049        8.7098819994557762E-004   9.9044321570045395E-004
         150  0.60474800000000106        1.0661507085460947E-003   9.5526438858789769E-004
         160  0.60788800000000087        5.9112848763096947E-004   9.3170760978983152E-004
         170  0.60914800000000091        5.2133333333336668E-004   9.2583721089733984E-004
         180  0.61489200000000088        9.6127785323037499E-004   8.8702553548429671E-004
         190  0.61439200000000094        1.3416778881517595E-003   9.8451979688623853E-004
         200  0.61662000000000028        1.2146110488547562E-003   9.7521139992777929E-004
         210  0.61956800000000023        8.8695834801371894E-004   9.2575417557101930E-004
         220  0.62316800000000006        7.3252804269410647E-004   9.2567451007208648E-004
         230  0.62251199999999962        1.2178348729518877E-003   1.0138379786207401E-003
         240  0.62482000000000015        5.6279461420456289E-004   1.0005285176491777E-003
         250  0.62705999999999940        9.3373800750890434E-004   9.8223539579140218E-004
         260  0.63077600000000100        1.0378130852904304E-003   1.0548920525271629E-003
         270  0.62889599999999923        7.3503318141274394E-004   9.4866764918871151E-004
         280  0.63101999999999914        9.2904251786451130E-004   9.1402740231590974E-004
         290  0.63105999999999862        6.3780874876407561E-004   9.2803626147107551E-004
         300  0.63451999999999964        8.0952112044373073E-004   9.5280368898292985E-004
         310  0.63482399999999961        8.1436437381151043E-004   9.5920080293999054E-004
         320  0.63759999999999928        9.8334576263327299E-004   9.5554074545906400E-004
         330  0.63717999999999975        7.5385232859842576E-004   9.1714421276810690E-004
         340  0.63739199999999940        1.2346378686346469E-003   9.5842047746448372E-004
         350  0.64049200000000017        1.0561321466138118E-003   9.6024998415211076E-004
         360  0.64140799999999909        1.2363933210934293E-003   9.8568667864434249E-004
         370  0.64313599999999871        6.9105265919301500E-004   9.5098883670370724E-004
         380  0.64123999999999848        8.8139283712394270E-004   9.7330954116655525E-004
         390  0.64593599999999884        1.0901449444913282E-003   9.9921803494669014E-004
         400  0.64612799999999948        8.8503207725920306E-004   9.5649621118120928E-004
         410  0.64641199999999965        1.2023835586959747E-003   9.0527540512168856E-004
         420  0.64784800000000020        6.6684797534533578E-004   9.8527118633462722E-004
         430  0.64884399999999975        7.9053174790417969E-004   9.5627834051026069E-004
         440  0.64816799999999952        1.0448740487627823E-003   9.8728162243809999E-004
         450  0.65048799999999884        6.7363821480406825E-004   9.8136735005374090E-004
         460  0.65012799999999893        9.7855766877128110E-004   9.6660015711123100E-004
         470  0.65296799999999922        8.8593553816172029E-004   9.9174041467523259E-004
         480  0.65385999999999811        9.2530355379564350E-004   9.5228488016242988E-004
         490  0.65452399999999933        1.1858791394292489E-003   9.4515474022296043E-004
         500  0.65485599999999933        7.4273249259447776E-004   9.4752421196744538E-004
         510  0.65447599999999928        1.1860590204538501E-003   9.5344688889307280E-004
         520  0.65618399999999899        7.5571187925325359E-004   9.2451595307760359E-004
         530  0.65513599999999961        1.0570432557111653E-003   8.9301621705759396E-004
         540  0.65675999999999968        8.7373527646149871E-004   9.9544292313846587E-004
         550  0.65757999999999861        1.4223517302146167E-003   9.8326640624568358E-004
         560  0.65919999999999956        7.1646043544324920E-004   9.3951763515835328E-004
         570  0.65846399999999916        8.7312872921327834E-004   9.5227257343064096E-004
         580  0.66018399999999977        7.8845446567596324E-004   9.6870277077968140E-004
         590  0.65985199999999955        1.1783687406278184E-003   9.4503246755307856E-004
         600  0.65987199999999924        9.1926153937691574E-004   9.6824078225658794E-004
